id,defects
101763,0.25261307323119964
101764,0.1952374028918788
101765,0.6757811811846256
101766,0.47730606318247837
101767,0.1473570819411504
101768,0.5074494077885442
101769,0.13522775659180117
101770,0.5333647083556244
101771,0.40385922799533464
101772,0.07333890396596883
101773,0.5267359493191442
101774,0.7251772742651736
101775,0.1910313442978919
101776,0.5948314628090262
101777,0.21937216826306113
101778,0.3490086023518329
101779,0.6808864038824919
101780,0.21666462964967817
101781,0.6346369606244701
101782,0.12744784662400366
101783,0.054276188666751705
101784,0.06481165897098298
101785,0.05732819794228029
101786,0.301159474809179
101787,0.06331136201857497
101788,0.47983821793402426
101789,0.11127723716909134
101790,0.13433415109362148
101791,0.05750474041279485
101792,0.11441521842873192
101793,0.16721004769344344
101794,0.22432937812176865
101795,0.06776805189831747
101796,0.0970482946170597
101797,0.060267504290745164
101798,0.26383592932152505
101799,0.5967020884161439
101800,0.14477918578387933
101801,0.1135079777775733
101802,0.12879253236231142
101803,0.4381357689991836
101804,0.09910713426899691
101805,0.05661889781194908
101806,0.3072774499905409
101807,0.6437345977395207
101808,0.10702188571509087
101809,0.05823249066507263
101810,0.1394016941621014
101811,0.07096030723145855
101812,0.11048162322867758
101813,0.14926605365098278
101814,0.0734483664554695
101815,0.3140176449361208
101816,0.06351631083636276
101817,0.27581590165239395
101818,0.11527985159572171
101819,0.29608335696925053
101820,0.15598768756656456
101821,0.05621025628191662
101822,0.35890478903335377
101823,0.1414476545493404
101824,0.2628133707736935
101825,0.09581841333902252
101826,0.1543448004442827
101827,0.0578152226776828
101828,0.08908767524433905
101829,0.129138635405782
101830,0.07506963724887136
101831,0.20782876092186814
101832,0.44069980119429203
101833,0.6609594548456501
101834,0.10398768794460729
101835,0.16832954469354425
101836,0.4378383720196828
101837,0.12917646810638791
101838,0.36553819243178926
101839,0.6194409818341585
101840,0.07119428606920666
101841,0.7603404275596175
101842,0.1543073959297531
101843,0.13642891769784132
101844,0.06935875852883099
101845,0.6498916296459284
101846,0.10658128423871446
101847,0.12783688097505286
101848,0.2049793269669582
101849,0.17119065327688945
101850,0.12745197343694756
101851,0.05342954943845702
101852,0.1126753068380722
101853,0.6886653796408657
101854,0.567938929402228
101855,0.18968500832907592
101856,0.709919369854145
101857,0.10233914963153405
101858,0.05854261399669871
101859,0.06190222545303847
101860,0.5530566872847723
101861,0.5874540655317781
101862,0.15405978866979983
101863,0.2644146483810846
101864,0.15678196446174406
101865,0.060844080961502255
101866,0.07197896629906751
101867,0.44320628976104387
101868,0.0666398990262957
101869,0.16917197269276807
101870,0.09844426550481793
101871,0.5972788878340676
101872,0.12220623238739824
101873,0.06342298450280989
101874,0.2146424674711926
101875,0.3313072689711843
101876,0.5924799111567983
101877,0.06122008773332384
101878,0.05456463343058264
101879,0.05897912800061897
101880,0.08987895099685715
101881,0.1782797778660012
101882,0.15793044900685116
101883,0.7033612310011438
101884,0.3047379028046843
101885,0.07498783474668724
101886,0.22427293567888823
101887,0.09702843751069157
101888,0.12420791107784294
101889,0.3658484397798602
101890,0.05403871641317517
101891,0.4287444424062189
101892,0.1844865222705161
101893,0.10140924742584102
101894,0.0814610265547602
101895,0.060469171910248434
101896,0.13051991406386423
101897,0.5992815358650734
101898,0.5726889816898154
101899,0.588525538468714
101900,0.0939196516300717
101901,0.1417195363978332
101902,0.07253284502351905
101903,0.11441535014278083
101904,0.17859819332908053
101905,0.6048685586708915
101906,0.053871132719724345
101907,0.06880999166483895
101908,0.05449523429596087
101909,0.13333688537948163
101910,0.1956003802192936
101911,0.1765301873723246
101912,0.05547242233896522
101913,0.05945282553734341
101914,0.08697364397725663
101915,0.06007409029518009
101916,0.7250444795841287
101917,0.07000971447185463
101918,0.15288024523070542
101919,0.10672644293695846
101920,0.06496581469550944
101921,0.07637962059115508
101922,0.20678504524611557
101923,0.1772780402901309
101924,0.23571197960537155
101925,0.112768827379408
101926,0.5902506279945374
101927,0.15374837415405104
101928,0.12308008375720159
101929,0.21285031615266475
101930,0.12329612188055487
101931,0.3350858283598585
101932,0.06957303101746201
101933,0.6862458377410954
101934,0.13058795074872698
101935,0.13087277451022472
101936,0.10106055883360564
101937,0.7789135212560071
101938,0.5932358910711709
101939,0.2280623005102101
101940,0.228786269179804
101941,0.057918748805177105
101942,0.08253003817498514
101943,0.2798726220446522
