id,defects
101763,0.2215569410947525
101764,0.1983055999635395
101765,0.663007734514053
101766,0.4819545655168216
101767,0.14281127392764828
101768,0.4754178123439564
101769,0.13816917147669916
101770,0.4457564503344828
101771,0.4052717782832767
101772,0.06680101404880358
101773,0.5344960514196713
101774,0.693629882646493
101775,0.1778472589167086
101776,0.6015232916827137
101777,0.22137952596351904
101778,0.32672297526007776
101779,0.6654201807741918
101780,0.19015951170534767
101781,0.6798146349689633
101782,0.14821726518010497
101783,0.046897385517481065
101784,0.06077856891759826
101785,0.04482362518743089
101786,0.2716465388918415
101787,0.04955496384027199
101788,0.4557233964344778
101789,0.11010081461547297
101790,0.1283800675462915
101791,0.042654975799706486
101792,0.13529732007864154
101793,0.15714532245769733
101794,0.23974535723716142
101795,0.06131159528112494
101796,0.10712093746341668
101797,0.05571983032998611
101798,0.24671826157408489
101799,0.6398467942802357
101800,0.14526481712262654
101801,0.11778500432521084
101802,0.12536908044264852
101803,0.41845986650505024
101804,0.09696110167706766
101805,0.04581715216350541
101806,0.2794480481661604
101807,0.6643734426500113
101808,0.10104408187862589
101809,0.0518836183779519
101810,0.1262421616635407
101811,0.0676279195064397
101812,0.12259251100305953
101813,0.1381842576388034
101814,0.07725375954524709
101815,0.3258294653650125
101816,0.06778779568044765
101817,0.2853049232443611
101818,0.11994084405198382
101819,0.2551921628557851
101820,0.14307552750036825
101821,0.04449863666661595
101822,0.3706938283545384
101823,0.14045115382606516
101824,0.2738171544791187
101825,0.09954140557463308
101826,0.14652243778527746
101827,0.05155021668192891
101828,0.09813693189059493
101829,0.130323435309518
101830,0.07679819873401665
101831,0.2302417796326859
101832,0.4206386855779776
101833,0.6396797509310204
101834,0.10681256257973942
101835,0.16007816832531716
101836,0.4216467374568583
101837,0.13991264889051352
101838,0.34884145205708095
101839,0.6113186782313941
101840,0.05899680339417791
101841,0.7817688746273257
101842,0.1654642977149767
101843,0.13559175480062818
101844,0.06010702479384662
101845,0.67899783765188
101846,0.1041174529905557
101847,0.12958866986145884
101848,0.21450553093890923
101849,0.16716293228690682
101850,0.1026109299341914
101851,0.04306643799169515
101852,0.11528354188196789
101853,0.6825597287238048
101854,0.5458116151551798
101855,0.20250757188807228
101856,0.6978090118401542
101857,0.11292028678727495
101858,0.0452484888593262
101859,0.053284092415462184
101860,0.5481531058466478
101861,0.6016977030242313
101862,0.13328760421558006
101863,0.2563581175034983
101864,0.18798925446538975
101865,0.05207318943822919
101866,0.06757750258467904
101867,0.3718885504534536
101868,0.0638121537556131
101869,0.16097800041601468
101870,0.09373837868972817
101871,0.6026467503236252
101872,0.11896230940214447
101873,0.05307739516368749
101874,0.21414526259829442
101875,0.33886832548344353
101876,0.6398182159989109
101877,0.05024116484194351
101878,0.041766913684535084
101879,0.049371641036597
101880,0.10394994593789117
101881,0.164479289174742
101882,0.15160362585110404
101883,0.7183378702910533
101884,0.31629155561215255
101885,0.06337243058722637
101886,0.22074324710883092
101887,0.10251911313857186
101888,0.11106067361187681
101889,0.3450515897472927
101890,0.04382858572977239
101891,0.4418737334826582
101892,0.17020917249650735
101893,0.09232429886521712
101894,0.07194732146522997
101895,0.05581424840573216
101896,0.12918652884995568
101897,0.5981365516183638
101898,0.5982686786402174
101899,0.5971789922845405
101900,0.09305990597976314
101901,0.13310274049052268
101902,0.07626812305009215
101903,0.11224363802454662
101904,0.17536225716248902
101905,0.5635675894480975
101906,0.04388151278147168
101907,0.07354896638471595
101908,0.04907026737215519
101909,0.13152727149401183
101910,0.16680456785136144
101911,0.15375391762170817
101912,0.04558860612974101
101913,0.044614223401785016
101914,0.0831629487672859
101915,0.05543766850100973
101916,0.734042924160349
101917,0.061897381175634876
101918,0.14951892132230774
101919,0.10325610941082723
101920,0.05688535854664409
101921,0.09930818656441848
101922,0.2271318946848939
101923,0.16654242597912158
101924,0.2440405638499633
101925,0.10180944330980082
101926,0.57681170792807
101927,0.13074943551654877
101928,0.1081755623990678
101929,0.18190904153180576
101930,0.16379183974415484
101931,0.335131679676397
101932,0.06993982836395797
101933,0.680821765077059
101934,0.12505587670986967
101935,0.16308733941921674
101936,0.09883858069081068
101937,0.737954592669247
101938,0.6000623906617107
101939,0.21593069862637626
101940,0.20440709885647046
101941,0.05063197217901372
101942,0.07654550482826107
101943,0.28522811670524933
101944,0.1653189738449974
101945,0.09053056626666603
101946,0.056846433831206564
101947,0.1469475539050771
101948,0.17696228909347766
101949,0.1514903465880994
101950,0.693062705590395
101951,0.7942669034741812
101952,0.10464960841112518
101953,0.2047561545257397
101954,0.07436466505615097
101955,0.7177717913086554
101956,0.35492474246897077
101957,0.052823517367711834
101958,0.6715669233954752
101959,0.237406926433217
101960,0.6555542979946066
101961,0.3190413615737406
101962,0.5634332266325368
101963,0.26501980516853235
101964,0.15446568153456797
101965,0.24485194781641967
101966,0.2725206949432077
101967,0.19849231931263062
101968,0.04867342900437386
101969,0.48333755324406014
101970,0.6344201258566867
101971,0.08834975270703024
101972,0.21814553688348873
101973,0.2036086838761913
101974,0.27772156522987274
101975,0.12821545233719614
101976,0.09225515734974057
101977,0.13567056450683276
101978,0.07999066667042236
101979,0.15881505676840085
101980,0.2305568707708188
101981,0.0675270962270675
101982,0.04536169165744298
101983,0.21287529831619453
101984,0.08421043578407195
101985,0.17070311382059097
101986,0.12319328434196643
101987,0.24756658140492332
101988,0.7359454544732218
101989,0.08504601680572971
101990,0.35912563723745244
101991,0.4046351036102312
101992,0.07105983880451164
101993,0.44816545682774506
101994,0.13987659697276886
